CCLE.sampleid	CCLE.name	CCLE.depMapID	CCLE.site_Primary	CCLE.site_Subtype1	CCLE.site_Subtype2	CCLE.site_Subtype3	CCLE.histology	CCLE.histology_Subtype1	CCLE.histology_Subtype2	CCLE.histology_Subtype3	CCLE.gender	CCLE.age	CCLE.race	CCLE.disease	CCLE.type
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-422	ACH-000315	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female	73			lymphoma_DLBCL
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-540	ACH-000806	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	female	20			lymphoma_Hodgkin
CAL78_BONE	CAL-78	ACH-000516	bone	NS	NS	NS	chondrosarcoma	dedifferentiated	NS	NS	male	76		chondrosarcoma	chondrosarcoma
HDQP1_BREAST	HDQ-P1	ACH-000643	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	50	caucasian	breast_cancer	breast
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-4	ACH-000156	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	10	caucasian		B-cell_ALL
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-5	ACH-000492	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	26			B-cell_ALL
ONCODG1_OVARY	ONCO-DG-1	ACH-000013	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	60	caucasian	ovarian_cancer	ovary
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDLM-2	ACH-000267	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	male	74			lymphoma_Hodgkin
CAL29_URINARY_TRACT	CAL-29	ACH-000142	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female	80			urinary_tract
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN-8	ACH-001106	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female	0.25			B-cell_ALL
SCLC21H_LUNG	SCLC-21H	ACH-000659	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	46	caucasian		lung_small_cell
CALU3_LUNG	Calu-3	ACH-000392	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	25	caucasian	lung_cancer	lung_NSC
NCIH1435_LUNG	NCI-H1435	ACH-000852	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	female	35			lung_NSC
NCIH2009_LUNG	NCI-H2009	ACH-000886	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	68	caucasian	lung_cancer	lung_NSC
NCIH1869_LUNG	NCI-H1869	ACH-000894	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	58	caucasian		lung_NSC
HS852T_SKIN	Hs 852.T	ACH-000274	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS					melanoma
HCC1419_BREAST	HCC1419	ACH-000277	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	42		breast_cancer	breast
BT483_BREAST	BT-483	ACH-000818	breast	NS	NS	NS	carcinoma	ductal_carcinoma	medullary	NS	female	23	caucasian	breast_cancer	breast
HS281T_FIBROBLAST	Hs 281.T	ACH-000083	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	37	caucasian		breast
HS934T_FIBROBLAST	Hs 934.T	ACH-000194	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	58	caucasian		melanoma
HCC4006_LUNG	HCC4006	ACH-000066	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		caucasian	lung_cancer	lung_NSC
HCC1428_BREAST	HCC1428	ACH-000352	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	49	caucasian	breast_cancer	breast
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	ACH-000074	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	chronic_myeloid_leukaemia	Ph_positive	NS	male	38	asian		CML
SHP77_LUNG	SHP-77	ACH-000790	lung	left_upper_lobe	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	54	caucasian		lung_small_cell
TE441T_SOFT_TISSUE	TE 441.T	ACH-000772	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	NS	NS	NS	female	14	african_american		soft_tissue
NB1_AUTONOMIC_GANGLIA	NB-1	ACH-000804	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male	2		neuroblastoma	neuroblastoma
HS274T_FIBROBLAST	Hs 274.T	ACH-000134	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	66	caucasian		breast
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer	ACH-000140	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male		caucasian		lymphoma_DLBCL
ZR7530_BREAST	ZR-75-30	ACH-000828	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	47	african_american	breast_cancer	breast
HS863T_FIBROBLAST	Hs 863.T	ACH-000119	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	female	5	caucasian		Ewings_Sarcoma
NCIH841_LUNG	NCI-H841	ACH-000292	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	51	caucasian		lung_small_cell
HS821T_FIBROBLAST	Hs 821.T	ACH-000526	bone	NS	NS	NS	giant_cell_tumour	NS	NS	NS	female	31	caucasian		giant_cell_tumour
NCIH1944_LUNG	NCI-H1944	ACH-000414	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	female	62	caucasian		lung_NSC
NCIH2405_LUNG	NCI-H2405	ACH-000121	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	47	caucasian		lung_NSC
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL	ACH-000233	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	NS	NS	NS	male	12			lymphoma_other
BEN_LUNG	BEN	ACH-000603	lung	NS	NS	NS	carcinoma	NS	NS	NS	male	71			lung_NSC
COLO320_LARGE_INTESTINE	COLO-320	ACH-000202	large_intestine	colon	sigmoid	NS	carcinoma	adenocarcinoma	NS	NS	female	55	caucasian		colorectal
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI-8402	ACH-000636	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female	16		TALL	T-cell_ALL
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-1	ACH-000664	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	NS	NS	male	10		anaplastic_large_cell_lymphoma	lymphoma_other
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12-ICHIKAWA	ACH-000372	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	7		TALL	T-cell_ALL
BFTC905_URINARY_TRACT	BFTC-905	ACH-000802	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	papillary_transitional_cell_carcinoma	NS	female	51	asian		urinary_tract
BFTC909_KIDNEY	BFTC-909	ACH-000792	kidney	NS	NS	NS	carcinoma	NS	NS	NS	male	64	asian		kidney
MHHES1_BONE	MHH-ES-1	ACH-000391	bone	pelvis	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	male	12	turkish		Ewings_Sarcoma
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-3	ACH-000346	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male	73			lymphoma_other
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO-1	ACH-000168	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	female	31			AML
NCIH727_LUNG	NCI-H727	ACH-000775	lung	bronchus	NS	NS	carcinoid-endocrine_tumour	NS	NS	NS	female	65	caucasian		other
HS343T_FIBROBLAST	Hs 343.T	ACH-000184	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	47	caucasian		breast
HCC2935_LUNG	HCC2935	ACH-000150	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	39	caucasian	lung_cancer	lung_NSC
HS888T_FIBROBLAST	Hs 888.T	ACH-000154	bone	NS	NS	NS	osteosarcoma	NS	NS	NS	male	20	caucasian		osteosarcoma
MKN45_STOMACH	MKN-45	ACH-000356	stomach	NS	NS	NS	carcinoma	diffuse_adenocarcinoma	NS	NS	female	62	asian		stomach
8505C_THYROID	8505C	ACH-001307	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female	78			thyroid
KU1919_URINARY_TRACT	KU-19-19	ACH-000486	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male	76			urinary_tract
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL-22	ACH-000983	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female	32			CML
CADOES1_BONE	CADO-ES1	ACH-000210	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	female	19	asian	Ewings_sarcoma	Ewings_Sarcoma
S117_THYROID	S-117	ACH-000037	soft_tissue	fibrous_tissue_and_uncertain_origin	thyroid	NS	sarcoma	NS	NS	NS	female	47			soft_tissue
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM-2	ACH-000295	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female	5	caucasian		CML
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM-2	ACH-000024	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	56		multiple_myeloma	multiple_myeloma
CAL62_THYROID	CAL-62	ACH-000174	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female	70			thyroid
LCLC103H_LUNG	LCLC-103H	ACH-000627	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male	61	caucasian		lung_NSC
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT	ACH-000995	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	14		TALL	T-cell_ALL
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697	ACH-000070	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	12			leukemia_other
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-2	ACH-000020	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female	15	caucasian		B-cell_ALL
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M-07e	ACH-000602	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M7	NS	female	0.5			AML
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-428	ACH-000754	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	female	37		lymphoma	lymphoma_Hodgkin
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-16	ACH-000918	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female	5			T-cell_ALL
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB-4	ACH-000294	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M3	NS	female	23			AML
LCLC97TM1_LUNG	LCLC-97TM1	ACH-000596	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male	44	caucasian		lung_NSC
2313287_STOMACH	23132/87	ACH-000948	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	72			stomach
BHT101_THYROID	BHT-101	ACH-000191	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female	63			thyroid
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-2	ACH-000106	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	female	63		B-prolymphocytic_leukemia	lymphoma_other
CAL51_BREAST	CAL-51	ACH-000856	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	45		breast_cancer	breast
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-363	ACH-000183	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	36		plasma_cell_leukemia	multiple_myeloma
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM-H2	ACH-000815	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	male	37		lymphoma	lymphoma_Hodgkin
SIMA_AUTONOMIC_GANGLIA	SIMA	ACH-000099	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male	1.6666	caucasian		neuroblastoma
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DUL-1	ACH-000287	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	male	43	caucasian		lymphoma_other
BC3C_URINARY_TRACT	BC-3C	ACH-000593	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female	82	caucasian		urinary_tract
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6	ACH-000611	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	43		B-cell non-Hodgkin lymphoma	lymphoma_DLBCL
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-620	ACH-000193	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	77		plasma_cell_leukemia	multiple_myeloma
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC-1	ACH-000068	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	male	61		mantle_cell_lymphoma	lymphoma_other
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-M1	ACH-000751	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS		62			AML
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-1	ACH-000405	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male	61	caucasian	lymphoma	lymphoma_other
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5	ACH-000112	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5a	NS	male	63			AML
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-5	ACH-000660	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female	17		B-cell non-Hodgkin lymphoma	lymphoma_DLBCL
BCPAP_THYROID	B-CPAP	ACH-000456	thyroid	NS	NS	NS	carcinoma	papillary_carcinoma	NS	NS	female	76			thyroid
639V_URINARY_TRACT	639-V	ACH-000973	urinary_tract	ureter	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male	69	caucasian		urinary_tract
CL11_LARGE_INTESTINE	CL-11	ACH-000249	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS					colorectal
TT2609C02_THYROID	TT2609-C02	ACH-000716	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	male	57	caucasian		thyroid
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-2	ACH-001121	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male	62	caucasian	lymphoma	lymphoma_other
CL34_LARGE_INTESTINE	CL-34	ACH-000895	large_intestine	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female				colorectal
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCH-ACV	ACH-000922	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female	8		acute lymphoblastic leukemia	leukemia_other
CAL120_BREAST	CAL-120	ACH-000212	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	43		breast_cancer	breast
647V_URINARY_TRACT	647-V	ACH-000896	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male				urinary_tract
RH18_SOFT_TISSUE	RH-18	ACH-000689	soft_tissue	striated_muscle	abdomen	NS	rhabdomyosarcoma	alveolar	NS	NS	female	2			soft_tissue
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-16	ACH-000369	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M0	NS	female	77	asian		AML
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F-36P	ACH-000487	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male	68			AML
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM	ACH-000821	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	58			multiple_myeloma
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSU-DLCL2	ACH-000534	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	41	caucasian	diffuse large cell lymphoma non-cleaved type	lymphoma_DLBCL
JIMT1_BREAST	JIMT-1	ACH-000711	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	62		breast_cancer	breast
ML1_THYROID	ML-1	ACH-000058	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS					thyroid
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO-1	ACH-000838	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	64		multiple_myeloma	multiple_myeloma
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-8	ACH-000745	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male	52	asian		multiple_myeloma
COLO699_LUNG	COLO-699	ACH-001041	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	57		lung_cancer	lung_NSC
JHUEM7_ENDOMETRIUM	JHUEM-7	ACH-000993	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	58	asian		endometrium
KP1NL_PANCREAS	KP-1NL	ACH-001108	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	69		Pancreatic Cancer	pancreas
KP1N_PANCREAS	KP-1N	ACH-001107	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	69	asian		pancreas
M059J_CENTRAL_NERVOUS_SYSTEM		ACH-001118													
MB157_BREAST	MB 157	ACH-001120	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	48	african_american		breast
OE21_OESOPHAGUS	OE21	ACH-000544	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	74		oesophageal squamous cell carcinoma	esophagus
SF8657_SKIN	SF8657	ACH-001187	skin	NS	NS	NS					male	63	asian	stomach cancer	melanoma
SNUC2B_LARGE_INTESTINE	SNU-C2B	ACH-001199	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	43			colorectal
NCIH2073_LUNG	NCI-H2073	ACH-000590	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	47	caucasian		lung_NSC
HN_UPPER_AERODIGESTIVE_TRACT	HN	ACH-001090	upper_aerodigestive_tract	mouth	mouth_roof	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	60	asian		upper_aerodigestive
HRT18_LARGE_INTESTINE	HRT-18	ACH-001091	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	67		colon_cancer	colorectal
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000299													
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB-985	ACH-000034	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	NS	NS					AML
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO-1	ACH-001656	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	NS	NS					AML
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-3	ACH-000964	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	19		leukaemia	T-cell_ALL
HOP62_LUNG	HOP-62	ACH-000861	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					lung_NSC
EKVX_LUNG	EKVX	ACH-000706	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					lung_NSC
OVCAR5_OVARY	OVCAR-5	ACH-001151	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female				ovary
UO31_KIDNEY	UO-31	ACH-000428	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male				kidney
TK10_KIDNEY		ACH-001208													
SF268_CENTRAL_NERVOUS_SYSTEM	SF268	ACH-000655	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS					glioma
SF539_CENTRAL_NERVOUS_SYSTEM	SF539	ACH-000273	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS					glioma
SNB75_CENTRAL_NERVOUS_SYSTEM	SNB75	ACH-000504	central_nervous_system	brain	NS	NS	glioma	NS	NS	NS					glioma
HOP92_LUNG	HOP-92	ACH-000825	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS					lung_NSC
ACCS_URINARY_TRACT	ACCS	ACH-001011	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female	81	caucasian	transitional_cell_carcinoma	urinary_tract
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-3	ACH-000084	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male	29			AML
A427_LUNG		ACH-000757													
BT12_SOFT_TISSUE		ACH-000160													
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000206													
CACO2_LARGE_INTESTINE		ACH-000003													
HCC2429_LUNG		ACH-000143													
HCC2450_LUNG		ACH-000975													
HCC461_LUNG		ACH-000339													
HCC515_LUNG		ACH-000872													
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000512													
KD_SOFT_TISSUE		ACH-001099													
KPMRTRY_SOFT_TISSUE		ACH-001109													
MON_SOFT_TISSUE		ACH-001128													
NCIH2004RT_SOFT_TISSUE		ACH-000533													
NCIH2077_LUNG		ACH-000010													
NCIH2882_LUNG		ACH-000700													
NCIH2887_LUNG		ACH-000251													
NCIH1819_LUNG		ACH-000033													
NCIH3122_LUNG		ACH-000337													
NHAHTDD_CENTRAL_NERVOUS_SYSTEM		ACH-001142													
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000854													
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000436													
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		ACH-000057													
PC9_LUNG		ACH-000779													
SKNEP1_BONE		ACH-001192													
SKPNDW_BONE		ACH-001193													
STM9101_SOFT_TISSUE		ACH-001200													
SIHA_CERVIX		ACH-000556													
TM87_SOFT_TISSUE		ACH-000172													
TTC709_SOFT_TISSUE		ACH-000597													
TTC1240_SOFT_TISSUE		ACH-001210													
TTC549_SOFT_TISSUE		ACH-001211													
TTC642_SOFT_TISSUE		ACH-001212													
BT16_SOFT_TISSUE		ACH-001020													
CW9019_SOFT_TISSUE		ACH-001050													
D384_CENTRAL_NERVOUS_SYSTEM		ACH-001052													
D425_CENTRAL_NERVOUS_SYSTEM		ACH-001053													
D458_CENTRAL_NERVOUS_SYSTEM		ACH-001054													
D556_CENTRAL_NERVOUS_SYSTEM		ACH-001055													
JR_SOFT_TISSUE		ACH-001096													
MKL1_SKIN		ACH-001122													
MKL2_SKIN		ACH-001123													
PETA_SKIN		ACH-001170													
SMSCTR_SOFT_TISSUE		ACH-001196													
SUMB002_CENTRAL_NERVOUS_SYSTEM		ACH-001201													
BB30HNC_UPPER_AERODIGESTIVE_TRACT		ACH-002212													
BB49HNC_UPPER_AERODIGESTIVE_TRACT		ACH-002213													
BICR10_UPPER_AERODIGESTIVE_TRACT		ACH-001331													
BICR78_UPPER_AERODIGESTIVE_TRACT		ACH-001332													
CA922_UPPER_AERODIGESTIVE_TRACT		ACH-002043													
DOK_UPPER_AERODIGESTIVE_TRACT		ACH-002234													
H3118_UPPER_AERODIGESTIVE_TRACT		ACH-002239													
HO1N1_UPPER_AERODIGESTIVE_TRACT		ACH-002244													
HO1U1_UPPER_AERODIGESTIVE_TRACT		ACH-002045													
JHU011_UPPER_AERODIGESTIVE_TRACT		ACH-002249													
JHU022_UPPER_AERODIGESTIVE_TRACT		ACH-002250													
KON_UPPER_AERODIGESTIVE_TRACT		ACH-001542													
KOSC2_UPPER_AERODIGESTIVE_TRACT		ACH-002260													
LB771HNC_UPPER_AERODIGESTIVE_TRACT		ACH-002265													
OSC19_UPPER_AERODIGESTIVE_TRACT		ACH-001625													
